Site,site diversity (high/low),Rodent species richness (how many at each site),Tick species richness,Collection Date,Sample ID,Leave samples with AL initial for me to run :) They have very little sample left,Year,Sample Type,Species,Borrelia ,target protein,ospa genotype,ospc genotype,Tissue Extraction date  (day 1),Tissue Extraction individual LAST name,"OspA
CCSP,high,6,,4/19/18,3201,,2018,Mammal,NEFU,B. burgdorferi ,,,,6/11/18,Crews,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,10/15/2018,Liliana,neg,,Liliana,,,,,
CCSP,high,6,,4/19/18,3251,,2018,Mammal,PEMA,B. burgdorferi sl,,,,6/11/18,Crews,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,,
JSCP,low,3,,4/9/18,A803,,2018,Mammal,PETR,B. burgdorferi,,,,7/23/18,Seredian,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,10/15/2018,Liliana,neg,,Liliana,,,,,
CCSP,high,,,4/29/19,19CCSP.002,,2019,Tick,IPAC,B. bissettii,,,,5/20/19,Crews,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.003,,2019,Tick,IPAC,B. bissettii,,,,5/20/19,Crews,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.005,Cant find,2019,Tick,IPAC,B. burgdorferi sl,,,,5/20/19,Crews,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.006,,2019,Tick,IPAC,B. bissettii,,,,5/20/19,Crews,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.008,AL,2019,Tick,IPAC,B. burgdorferi ,,,,5/20/19,Crews,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,5/1/19,19CCSP.017,,2019,Tick,IPAC,B. burgdorferi ,,,,5/20/19,Crews,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,5/1/19,19CCSP.018,,2019,Tick,IPAC,B. burgdorferi ,,,,5/20/19,Crews,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.025,AL,2019,Tick,IPAC,B. burgdorferi ,,,,5/30/19,Laura,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.029,AL,2019,Tick,IPAC,B. burgdorferi ,,,,5/30/19,Laura,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.037,,2019,Tick,IPAC,B. burgdorferi ,,,,5/30/19,Laura,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.038,AL,2019,Tick,IPAC,B. burgdorferi ,,,,5/30/19,Laura,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.039,,2019,Tick,IPAC,B. burgdorferi ,,,,5/30/19,Laura,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.040,AL,2019,Tick,IPAC,B. burgdorferi ,,,,5/30/19,Laura,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.043,,2019,Tick,IPAC,B. burgdorferi ,,,,5/30/19,Laura,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.046,AL,2019,Tick,IPAC,B. burgdorferi ,,,,5/30/19,Laura,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.048,,2019,Tick,IPAC,B. burgdorferi ,,,,5/30/19,Laura,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.050,,2019,Tick,IPAC,B. burgdorferi ,,,,5/30/19,Laura,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.054,AL,2019,Tick,IPAC,B. burgdorferi ,,,,5/30/19,Laura,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.058,,2019,Tick,IPAC,B. burgdorferi ,,,,5/30/19,Laura,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.062,,2019,Tick,IPAC,B. burgdorferi ,,,,6/4/2019,Almarinez,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.065,Not enough,2019,Tick,IPAC,B. burgdorferi ,,,,6/4/2019,Almarinez,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.066,,2019,Tick,IPAC,B. burgdorferi ,,,,6/4/2019,Almarinez,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.067,,2019,Tick,IPAC,B. burgdorferi ,,,,6/4/2019,Almarinez,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.071,,2019,Tick,IPAC,B. burgdorferi ,,,,6/11/19,Almarinez,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.072,,2019,Tick,IPAC,B. burgdorferi ,,,,6/11/19,Almarinez,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.076,,2019,Tick,IPAC,B. burgdorferi ,,,,6/11/19,Almarinez,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.088,Not enough,2019,Tick,IPAC,B. burgdorferi ,,,,6/14/2019,Steckhahn,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/29/19,19CCSP.094,Cant find,2019,Tick,IPAC,B. burgdorferi ,,,,6/14/2019,Steckhahn,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,6/3/19,19CCSP.095,,2019,Tick,IPAC,B. burgdorferi ,,,,6/18/2019,Almarinez,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,6/3/19,19CCSP.097,,2019,Tick,IPAC,B. burgdorferi ,,,,6/18/2019,Almarinez,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,6/3/19,19CCSP.099,,2019,Tick,IPAC,B. burgdorferi ,,,,6/18/2019,Almarinez,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,6/3/19,19CCSP.101,Not enough,2019,Tick,IPAC,B. burgdorferi ,,,,6/18/2019,Almarinez,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,6/3/19,19CCSP.102,,2019,Tick,IPAC,B. burgdorferi ,,,,6/18/2019,Almarinez,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,6/3/19,19CCSP.106,,2019,Tick,IPAC,B. burgdorferi ,,,,6/18/2019,Almarinez,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,6/3/19,19CCSP.109,,2019,Tick,IPAC,B. burgdorferi ,,,,6/18/2019,Almarinez,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,6/3/19,19CCSP.110,AL,2019,Tick,IPAC,B. burgdorferi ,,,,6/18/2019,Almarinez,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,6/3/19,19CCSP.111,AL,2019,Tick,IPAC,B. burgdorferi ,,,,6/19/2019,Almarinez,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,6/3/19,19CCSP.116,Not enough,2019,Tick,IPAC,B. burgdorferi ,,,,6/19/2019,Almarinez,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,6/3/19,19CCSP.127,Not enough,2019,Tick,IPAC,B. burgdorferi ,,,,6/19/2019,Almarinez,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,6/3/19,19CCSP.128,Not enough,2019,Tick,IPAC,B. burgdorferi ,,,,6/19/2019,Almarinez,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,6/3/19,19CCSP.132,Not enough,2019,Tick,IPAC,B. burgdorferi sl,,,,6/24/2019,Almarinez,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,6/3/19,19CCSP.135,Not enough,2019,Tick,IPAC,B. burgdorferi ,,,,6/24/2019,Almarinez,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,6/3/19,19CCSP.136,,2019,Tick,IPAC,B. burgdorferi ,,,,6/24/2019,Almarinez,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,6/3/19,19CCSP.138,,2019,Tick,IPAC,B. burgdorferi ,,,,6/24/2019,Almarinez,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,6/3/19,19CCSP.139,,2019,Tick,IPAC,B. burgdorferi ,,,,6/24/2019,Almarinez,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,6/3/19,19CCSP.143,AL,2019,Tick,IPAC,B. burgdorferi ,,,,7/1/2019,Almarinez,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,6/3/19,19CCSP.145,,2019,Tick,IPAC,B. burgdorferi ,,,,7/1/2019,Almarinez,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,6/3/19,19CCSP.152,,2019,Tick,IPAC,B. burgdorferi ,,,,07/01/19,Crews,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,6/3/19,19CCSP.154,Cant find,2019,Tick,IPAC,B. burgdorferi sl,,,,07/01/19,Crews,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,6/3/19,19CCSP.161,,2019,Tick,IPAC,B. burgdorferi ,,,,07/01/19,Crews,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,6/3/19,19CCSP.165,Not enough,2019,Tick,IPAC,B. burgdorferi sl,,,,07/01/19,Crews,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,6/3/19,19CCSP.166,,2019,Tick,IPAC,B. burgdorferi ,,,,7/8/2019,Almarinez,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
FL,high,,,5/9/19,19FL.009,Cant find,2019,Tick,IPAC,B. burgdorferi ,,,,8/17/19,Crews,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
FL,high,,,5/9/19,19FL.010,AL,2019,Tick,IPAC,B. burgdorferi ,,,,8/17/19,Crews,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
LFY,low,,,5/14/19,19LFY.014,AL,2019,Tick,IPAC,B. burgdorferi ,,,,8/17/19,Crews,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
LFY,low,,,5/14/19,19LFY.016,Not enough,2019,Tick,IPAC,B. burgdorferi sl,,,,8/17/19,Crews,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
LFY,low,,,6/4/2019,19LFY.112,,2019,Tick,IPAC,B. burgdorferi ,,,,8/17/19,Crews,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SLRP,high,,,6/9/19,19SLRP.008,,2019,Tick,IPAC,B. burgdorferi ,,,,8/17/19,Crews,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SLRP,high,,,6/9/19,19SLRP.011,,2019,Tick,IPAC,B. burgdorferi ,,,,8/17/19,Crews,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SLRP,high,,,6/9/19,19SLRP.019,,2019,Tick,IPAC,B. burgdorferi ,,,,8/17/19,Crews,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SLRP,high,,,5/29/19,19SLRP.048,,2019,Tick,IPAC,B. burgdorferi ,,,,8/17/19,Crews,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WH,high,,,4/23/19,19WH.003,,2019,Tick,IPAC,B. burgdorferi sl,,,,5/20/19,Crews,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WH,high,,,6/12/19,19WH.026,,2019,Tick,IPAC,B. burgdorferi ,,,,7/12/19,Crews,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
JSCP,low,3,,5/22/19,2388,,2019,Mammal,NEFU,B. bissettii,,,,8/27/2019,Tran,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,,
