Site,site diversity (high/low),Rodent species richness (how many at each site),Tick species richness,Collection Date,Sample ID,Leave samples with AL initial for me to run :) They have very little sample left,Year,Sample Type,Species,Borrelia ,target protein,ospa genotype,ospc genotype,Tissue Extraction date  (day 1),Tissue Extraction individual LAST name,"OspA
CCSP,high,,,04/19/2021,21CCSP.031,,2021,Tick,IPAC,B. burgdorferi ,,,,10/27/2021,Summers,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,04/19/2021,21CCSP.032,,2021,Tick,IPAC,B. burgdorferi ,,,,10/27/2021,Summers,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,04/19/2021,21CCSP.034,,2021,Tick,IPAC,B. burgdorferi ,,,,10/27/2021,Summers,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,04/19/2021,21CCSP.035,AL,2021,Tick,IPAC,B. burgdorferi ,,,,10/27/2021,Summers,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,04/19/2021,21CCSP.037,,2021,Tick,IPAC,B. burgdorferi ,,,,10/27/2021,Summers,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,04/19/2021,21CCSP.049,,2021,Tick,IPAC,B. burgdorferi ,,,,10/27/2021,Clark,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,05/25/2021,21CCSP.113,,2021,Tick,IPAC,B. burgdorferi ,,,,11/3/2021,Summers,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,05/25/2021,21CCSP.118,,2021,Tick,IPAC,B. burgdorferi ,,,,11/3/2021,Summers,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,05/25/2021,21CCSP.154,,2021,Tick,IPAC,B. burgdorferi ,,,,11/3/2021,Summers,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,04/19/2021,21CCSP.048,,2021,Tick,IPAC,B. bissettii,,,,10/27/2021,Summers,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
FL,high,,,05/17/2021,21FL.006,,2021,Tick,IPAC,B. burgdorferi ,,,,9/2/2021,Villalpando,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
HOS,high,,,04/05/2021,21HOS.614,,2021,Tick,IPAC,B. burgdorferi ,,,,9/20/2021,Shaw,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SLRP,high,,,05/17/2021,21SLRP.018,,2021,Tick,IPAC,B. burgdorferi ,,,,8/17/2021,Villalpando,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SLRP,high,,,05/17/2021,21SLRP.013,,2021,Tick,IPAC,B. burgdorferi ,,,,8/17/2021,Shaw,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SLRP,high,,,05/17/2021,21SLRP.016,,2021,Tick,IPAC,B. burgdorferi ,,,,8/17/2021,Villalpando,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SLRP,high,,,05/17/2021,21SLRP.028,,2021,Tick,IPAC,B. burgdorferi ,,,,8/17/2021,Clark,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SLRP,high,,,05/27/2021,21SLRP.208,,2021,Tick,IPAC,B. burgdorferi ,,,,8/24/2021,Clark,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SLRP,high,,,05/27/2021,21SLRP.217,,2021,Tick,IPAC,B. burgdorferi ,,,,8/24/2021,Clark,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SLRP,high,,,05/27/2021,21SLRP.234,,2021,Tick,IPAC,B. burgdorferi ,,,,8/26/2021,Villalpando,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SLRP,high,,,05/27/2021,21SLRP.242,,2021,Tick,IPAC,B. burgdorferi ,,,,8/30/2021,Clark,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SLRP,high,,,05/27/2021,21SLRP.248,,2021,Tick,IPAC,B. burgdorferi ,,,,8/30/2021,Summers,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SLRP,high,,,05/27/2021,21SLRP.251,,2021,Tick,IPAC,B. burgdorferi ,,,,8/30/2021,Summers,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WDLP,high,,,05/26/2021,21WDLP.345,,2021,Tick,IPAC,B. bissettii,,,,10/25/21,Shaw,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WH,high,,,05/11/2021,21WH.011,,2021,Tick,IPAC,B. burgdorferi ,,,,7/22/2021,Shaw,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WH,high,,,05/11/2021,21WH.017,AL,2021,Tick,IPAC,B. burgdorferi ,,,,7/22/2021,Mai,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WH,high,,,05/11/2021,21WH.022,,2021,Tick,IPAC,"B. burgdorferi, B. miyamotoi",,,,7/22/2021,Mai,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WH,high,,,05/11/2021,21WH.025,,2021,Tick,IPAC,"B. burgdorferi, B. miyamotoi",,,,7/22/2021,Mai,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WH,high,,,05/26/2021,21WH.078,,2021,Tick,IPAC,B. burgdorferi ,,,,8/9/2021,Clark,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WH,high,,,05/11/2021,21WH.001,AL,2021,Tick,IPAC,B. burgdorferi ,,,,07/19/2021,"Tran, Fangon",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,6,,4/21/2021,C247,,2021,Mammal,PEMA,B. burgdorferi ,,,,9/14/21,Mai,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,,
CCSP,high,6,,4/22/2021,C325,,2021,Mammal,PEMA,B. burgdorferi /bissettii,,,,9/21/21,Summers,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,,
JSCP,low,3,,5/11/2021,C370,,2021,Mammal,PETR,B. burgdorferi ,,,,11/24/21,Summers,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,,
JSCP,low,3,,5/11/2021,C371,,2021,Mammal,PETR,B. bissettii,,,,11/24/21,Summers,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,,
JSCP,low,3,,5/11/2021,C372,,2021,Mammal,PETR,B. burgdorferi /bissettii,,,,11/24/21,Summers,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,,
JSCP,low,3,,5/13/2021,C779,,2021,Mammal,PETR,B. burgdorferi /bissettii,,,,12/22/21,Mai,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,,
JSCP,low,3,,5/11/2021,C812,,2021,Mammal,PETR,B. bissettii,,,,11/22/21,Shaw,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,,
JSCP,low,3,,5/11/2021,C829,,2021,Mammal,PETR,B. burgdorferi ,,,,11/22/21,Shaw,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,,
PUG,low,3,,5/6/2021,C898,,2021,Mammal,PETR,B. burgdorferi ,,,,10/4/21,Mai,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,,
CCSP,high,,,4/27/22,22CCSP.002,,2022,Tick,IPAC,B. burgdorferi ,,,,7/20/2022,"Cuyson, Mariah (Myka and Alice too for training)",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,4/27/22,22CCSP.016,,2022,Tick,IPAC,B. burgdorferi ,,,,8/11/2022,"Hartman, Georgie",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CCSP,high,,,5/11/22,22CCSP.232,,2022,Tick,IPAC,B. burgdorferi ,,,,9/14/2022,"Villegas, Myka",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
FL,high,,,4/29/22,22FL.054,,2022,Tick,IPAC,B. burgdorferi ,,,,9/29/2022,"Villegas, Myka",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
FL,high,,,4/29/22,22FL.074,,2022,Tick,IPAC,B. burgdorferi ,,,,10/5/22,"Ono-Kerns, Erika",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
FL,high,,,5/13/22,22FL.178,AL,2022,Tick,IPAC,B. bissettii,,,,10/26/22,"Ono-Kerns, Erika",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
FL,high,,,5/13/22,22FL.179,,2022,Tick,IPAC,B. burgdorferi ,,,,10/26/22,"Ono-Kerns, Erika",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
FL,high,,,5/13/22,22FL.183,AL,2022,Tick,IPAC,B. burgdorferi ,,,,10/31/22,"Ono-Kerns, Erika",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
HOS,high,,,4/25/22,22HOS.002,AL,2022,Tick,IPAC,B. burgdorferi ,,,,11/1/22,"Hartman, Georgie",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
HOS,high,,,4/25/22,22HOS.005,AL,2022,Tick,IPAC,B. burgdorferi ,,,,11/1/22,"Hartman, Georgie",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
LFY,low,,,4/26/22,22LFY.006,AL,2022,Tick,IPAC,B. burgdorferi ,,,,11/2/22,"Villegas, Myka",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SLRP,high,,,5/6/22,22SLRP.006,,2022,Tick,IPAC,B. burgdorferi ,,,,11/9/22,"Cuyson, Mariah",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
TIL,high,,,5/3/22,22TIL.003,AL,2022,Tick,IPAC,B. burgdorferi ,,,,11/14/22,"Ono-Kerns, Erika",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
TIL,high,,,5/3/22,22TIL.007,AL,2022,Tick,IPAC,B. burgdorferi ,,,,11/14/22,"Ono-Kerns, Erika",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
TIL,high,,,5/18/22,22TIL.031,,2022,Tick,IPAC,B. bissettii,,,,11/16/22,Myka Villegas,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
TIL,high,,,5/18/22,22TIL.036,AL,2022,Tick,IPAC,B. burgdorferi ,,,,11/16/22,Myka Villegas,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
TUP,low,,,4/28/22,22TUP.004,,2022,Tick,IPAC,B. burgdorferi ,,,,11/16/22,"Ono-Kerns, Erika",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
TUP,low,,,4/28/22,22TUP.019,,2022,Tick,IPAC,B. burgdorferi ,,,,11/30/22,"Ono-Kerns, Erika",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
TUP,low,,,5/16/22,22TUP.080,AL,2022,Tick,IPAC,B. burgdorferi ,,,,12/5/22,"Ono-Kerns, Erika",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
TUP,low,,,5/16/22,22TUP.088,,2022,Tick,IPAC,B. burgdorferi ,,,,12/6/22,"Villegas, Myka",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WDLP,high,,,5/5/22,22WDLP.009,,2022,Tick,IPAC,B. burgdorferi ,,,,1/23/22,"Villegas, Myka",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WDLP,high,,,5/5/22,22WDLP.011,,2022,Tick,IPAC,B. burgdorferi ,,,,1/23/22,"Villegas, Myka",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WH,high,,,5/5/2022,22WH.007,,2022,Tick,IPAC,B. burgdorferi ,,,,12/6/22,"Villegas, Myka",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WH,high,,,5/5/2022,22WH.008,,2022,Tick,IPAC,B. burgdorferi ,,,,12/6/22,"Villegas, Myka",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WH,high,,,5/5/2022,22WH.011,AL,2022,Tick,IPAC,B. burgdorferi ,,,,12/7/22,"Ono-Kerns, Erika",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WH,high,,,5/5/2022,22WH.019,,2022,Tick,IPAC,B. burgdorferi ,,,,12/7/22,"Ono-Kerns, Erika",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WH,high,,,5/5/2022,22WH.025,,2022,Tick,IPAC,B. burgdorferi ,,,,12/13/22,"Ono-Kerns, Erika",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WH,high,,,5/5/2022,22WH.026,AL,2022,Tick,IPAC,B. burgdorferi ,,,,1/3/23,"Ono-Kerns, Erika",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WH,high,,,5/5/2022,22WH.027,AL,2022,Tick,IPAC,B. burgdorferi sl,,,,1/3/23,"Ono-Kerns, Erika",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WH,high,,,5/5/2022,22WH.030,AL,2022,Tick,IPAC,B. burgdorferi ,,,,1/3/23,"Ono-Kerns, Erika",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WH,high,,,5/12/2022,22WH.067,AL,2022,Tick,IPAC,B. burgdorferi ,,,,1/16/23,"Ono-Kerns, Erika",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WH,high,,,5/12/2022,22WH.072,,2022,Tick,IPAC,B. burgdorferi ,,,,1/16/23,"Ono-Kerns, Erika",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WH,high,,,5/12/2022,22WH.074,AL,2022,Tick,IPAC,B. burgdorferi ,,,,1/16/23,"Ono-Kerns, Erika",,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a